product_handle	sku	thumbnail_file	image_files
cbd-warming-roll-on-bso	rol-bs-cbd-2000-warm	cbd-topicals/products/rol-bs-cbd-2000-warm/full/PROLEVE_WEB_LABELS_2000mg_BSO_Warming_Roll_On_2048x2048.webp	cbd-topicals/products/rol-bs-cbd-2000-warm/full/PROLEVE_WEB_LABELS_2000mg_BSO_Warming_Roll_On_2048x2048.webp,cbd-topicals/products/rol-bs-cbd-2000-warm/full/PROLEVE-ROLLON-INFO-GRAPHICS_warming-bullets_1_2048x2048.webp,cbd-topicals/products/rol-bs-cbd-2000-warm/full/PROLEVE-ROLLON-INFO-GRAPHICS_warming-checks_1_2048x2048.webp,cbd-topicals/products/rol-bs-cbd-2000-warm/full/CBDBSOWarmingRollon2000mg3oz1_2048x2048.webp
cbd-warming-roll-on-bso	rol-bs-cbd-2000-warm-6ct	cbd-topicals/products/rol-bs-cbd-2000-warm-6ct/full/PROLEVE_WEB_LABELS_2000mg_BSO_Warming_Roll_On_2048x2048.webp	cbd-topicals/products/rol-bs-cbd-2000-warm-6ct/full/PROLEVE_WEB_LABELS_2000mg_BSO_Warming_Roll_On_2048x2048.webp,cbd-topicals/products/rol-bs-cbd-2000-warm-6ct/full/PROLEVE-ROLLON-INFO-GRAPHICS_warming-bullets_1_2048x2048.webp,cbd-topicals/products/rol-bs-cbd-2000-warm-6ct/full/PROLEVE-ROLLON-INFO-GRAPHICS_warming-checks_1_2048x2048.webp,cbd-topicals/products/rol-bs-cbd-2000-warm-6ct/full/CBDBSOWarmingRollon2000mg3oz1_2048x2048.webp
cbd-bath-bombs	bat-cbd-35-calm	cbd-topicals/products/bat-cbd-35-calm/full/35mgRestorativeCitrusBathBomb_1_2048x2048.webp	cbd-topicals/products/bat-cbd-35-calm/full/35mgRestorativeCitrusBathBomb_1_2048x2048.webp
cbd-bath-bombs	bat-cbd-35-soothe	cbd-topicals/products/bat-cbd-35-soothe/full/35mgSoothingBathBomb_66d7055d-891b-4baf-97a0-22e270aa46fe_2048x2048.webp	cbd-topicals/products/bat-cbd-35-soothe/full/35mgSoothingBathBomb_66d7055d-891b-4baf-97a0-22e270aa46fe_2048x2048.webp
cbd-bath-bombs	bat-cbd-100-pure	cbd-topicals/products/bat-cbd-100-pure/full/100mgCalmingJasmineBathBomb_2048x2048.webp	cbd-topicals/products/bat-cbd-100-pure/full/100mgCalmingJasmineBathBomb_2048x2048.webp
thc-gummies	d9-gum-12-10ct	thc-gummies/products/d9-gum-12-10ct/full/GUM_D9_12MG_10CT_FRONT_FULL_2048x2048.webp	thc-gummies/products/d9-gum-12-10ct/full/GUM_D9_12MG_10CT_FRONT_FULL_2048x2048.webp,thc-gummies/products/d9-gum-12-10ct/full/GUM_D9_12MG_10CT_BACK_FULL_2048x2048.webp,thc-gummies/products/d9-gum-12-10ct/full/GUM_NUTE_LABEL_D9_12MG_10CT_FULL_2048x2048.webp
thc-gummies	d9-gum-12-30ct	thc-gummies/products/d9-gum-12-30ct/full/GUM_NUTE_LABEL_D9_12MG_30CT_FULL_2048x2048.webp	thc-gummies/products/d9-gum-12-30ct/full/GUM_NUTE_LABEL_D9_12MG_30CT_FULL_2048x2048.webp,thc-gummies/products/d9-gum-12-30ct/full/GUM_D9_12MG_30CT_FULL_2048x2048.webp
thc-gummies	d9-gum-12-100ct	thc-gummies/products/d9-gum-12-100ct/full/GUM_D9_12MG_100CT_FRONT_FULL_2048x2048.webp	thc-gummies/products/d9-gum-12-100ct/full/GUM_D9_12MG_100CT_FRONT_FULL_2048x2048.webp,thc-gummies/products/d9-gum-12-100ct/full/GUM_D9_12MG_100CT_BACK_FULL_2048x2048.webp
thc-gummies	d9-gum-30-4ct	thc-gummies/products/d9-gum-30-4ct/full/GUM_NUTE_LABEL_D9_30MG_4CT_FULL_2048x2048.webp	thc-gummies/products/d9-gum-30-4ct/full/GUM_NUTE_LABEL_D9_30MG_4CT_FULL_2048x2048.webp,thc-gummies/products/d9-gum-30-4ct/full/GUM_D9_30MG_4CT_FULL_2048x2048.webp
thc-gummies	d9-gum-30-30ct	thc-gummies/products/d9-gum-30-30ct/full/GUM_NUTE_LABEL_D9_30MG_30CT_FULL_2048x2048.webp	thc-gummies/products/d9-gum-30-30ct/full/GUM_NUTE_LABEL_D9_30MG_30CT_FULL_2048x2048.webp,thc-gummies/products/d9-gum-30-30ct/full/GUM_D9_30MG_30CT_FULL_2048x2048.webp
thc-gummies	d9-gum-50-2ct	thc-gummies/products/d9-gum-50-2ct/full/GUM_D9_50MG_2CT_FRONT_FULL_2048x2048.webp	thc-gummies/products/d9-gum-50-2ct/full/GUM_D9_50MG_2CT_FRONT_FULL_2048x2048.webp,thc-gummies/products/d9-gum-50-2ct/full/GUM_D9_50MG_2CT_BACK_FULL_2048x2048.webp
thc-gummies	d9-gum-50-20ct	thc-gummies/products/d9-gum-50-20ct/full/GUM_D9_50MG_20CT_FRONT_FULL_2048x2048.webp	thc-gummies/products/d9-gum-50-20ct/full/GUM_D9_50MG_20CT_FRONT_FULL_2048x2048.webp,thc-gummies/products/d9-gum-50-20ct/full/GUM_D9_50MG_20CT_BACK_FULL_2048x2048.webp
thc-drink-additives-4oz	d9-drk-420-bluerazz	thc-drinks/products/d9-drk-420-bluerazz/full/DRK_D9_420MG_BLUERAZZ_FRONT_FULL_2048x2048.webp	thc-drinks/products/d9-drk-420-bluerazz/full/DRK_D9_420MG_BLUERAZZ_FRONT_FULL_2048x2048.webp,thc-drinks/products/d9-drk-420-bluerazz/full/DRK_NUTE_LABEL_D9_420MG_BLUERAZZ_FULL_2048x2048.webp
thc-drink-additives-4oz	d9-drk-420-trop	thc-drinks/products/d9-drk-420-trop/full/DRK_D9_420MG_TROP_FRONT_FULL_2048x2048.webp	thc-drinks/products/d9-drk-420-trop/full/DRK_D9_420MG_TROP_FRONT_FULL_2048x2048.webp,thc-drinks/products/d9-drk-420-trop/full/DRK_NUTE_LABEL_D9_420MG_TROP_FULL_2048x2048.webp
thc-drink-additives-4oz	d9-drk-420-pine	thc-drinks/products/d9-drk-420-pine/full/DRK_D9_420MG_PINE_FRONT_FULL_2048x2048.webp	thc-drinks/products/d9-drk-420-pine/full/DRK_D9_420MG_PINE_FRONT_FULL_2048x2048.webp,thc-drinks/products/d9-drk-420-pine/full/DRK_NUTE_LABEL_D9_420MG_PINE_FULL_2048x2048.webp
thc-drink-additives-4oz	d9-drk-420-bcherry	thc-drinks/products/d9-drk-420-bcherry/full/DRK_D9_420MG_BLKCHR_FRONT_Resized_FULL_2048x2048.webp	thc-drinks/products/d9-drk-420-bcherry/full/DRK_D9_420MG_BLKCHR_FRONT_Resized_FULL_2048x2048.webp,thc-drinks/products/d9-drk-420-bcherry/full/DRK_NUTE_LABEL_D9_420MG_BLKCHR_FULL_2048x2048.webp
thc-drink-additives-4oz	d9-drk-420-bloodorg	thc-drinks/products/d9-drk-420-bloodorg/full/DRK_D9_420MG_BLDORG_FRONT_FULL_2048x2048.webp	thc-drinks/products/d9-drk-420-bloodorg/full/DRK_D9_420MG_BLDORG_FRONT_FULL_2048x2048.webp,thc-drinks/products/d9-drk-420-bloodorg/full/DRK_NUTE_LABEL_D9_420MG_BLOODORG_FULL_2048x2048.webp
thc-drink-additives-4oz	d9-drk-420-watermel	thc-drinks/products/d9-drk-420-watermel/full/DRK_D9_420MG_WATERMEL_FRONT_FULL_2048x2048.webp	thc-drinks/products/d9-drk-420-watermel/full/DRK_D9_420MG_WATERMEL_FRONT_FULL_2048x2048.webp,thc-drinks/products/d9-drk-420-watermel/full/DRK_NUTE_LABEL_D9_420MG_WATERMEL_FULL_2048x2048.webp
thc-drink-shots-50mg-40ct	d9-drk-50-bluerazz-40ct	thc-drinks/products/d9-drk-50-bluerazz-40ct/full/DRK_50mg_Delta_9_shot_single_FULL_2048x2048.webp	thc-drinks/products/d9-drk-50-bluerazz-40ct/full/DRK_50mg_Delta_9_shot_single_FULL_2048x2048.webp,thc-drinks/products/d9-drk-50-bluerazz-40ct/full/DRK_blue_razz_display_case_FULL_2048x2048.webp
thc-drink-shots-50mg-40ct	d9-drk-50-pine-40ct	thc-drinks/products/d9-drk-50-pine-40ct/full/DRK_50mg_D9_THC_Shot_Pineapple_40ct_Box_FULL_2048x2048.webp	thc-drinks/products/d9-drk-50-pine-40ct/full/DRK_50mg_D9_THC_Shot_Pineapple_40ct_Box_FULL_2048x2048.webp,thc-drinks/products/d9-drk-50-pine-40ct/full/DRK_50mgD9PineapplePacket_Single_FULL_2048x2048.webp
thc-drink-shots-50mg-40ct	d9-drk-50-trop-40ct	thc-drinks/products/d9-drk-50-trop-40ct/full/DRK_50mgD9TropicalPacket_FULL_2048x2048.webp	thc-drinks/products/d9-drk-50-trop-40ct/full/DRK_50mgD9TropicalPacket_FULL_2048x2048.webp,thc-drinks/products/d9-drk-50-trop-40ct/full/DRK_Tropical_Box_FULL_2048x2048.webp
